"Campaign","Category","Sub-Category","Backers","Pledged","Goal","Outcome","Country","Campaign Length","Campaign Bucket"
"Rainbow Danger Club (Shanghai) - USA Tour!","Music","Rock",16,"820","2000","failed","US",30,"Medium"
"The Settler - First Universal Decision Maker","Design","Product Design",0,"0","2191","canceled","CA",60,"Long"
"SilverAir Sock 2.0 | Comfortable. Durable. Odorless.","Design","Product Design",2190,"180000","25000","successful","US",30,"Medium"
"P I G E O N","Design","Product Design",66,"12328","3987","successful","GB",30,"Medium"
"Fit & Faithful","Fashion","Apparel",1,"55","1000","failed","US",33,"Long"
"Gnombre - The Lovable Hispanic Garden Gnome & Bobblehead","Design","Product Design",210,"10773","3500","successful","US",30,"Medium"
"Winsor McCay Resurrection Project","Film & Video","Animation",557,"19761","10000","successful","US",30,"Medium"
"MightyBLOC...The Best Street Wear Ever Made","Fashion","Fashion",2,"85","1500","failed","US",23,"Medium"
"Believe (short film)","Film & Video","Film & Video",4,"173","4000","failed","US",34,"Long"
"Dristee: Family GPS Wearable","Technology","Hardware",14,"2500","75000","canceled","US",18,"Medium"
"JASON FLOWERS: WARM-UP SKETCH BOOK","Comics","Comics",34,"1332","500","successful","US",7,"Short"
"Oasesbox - The Future of Gardening","Design","Product Design",17,"425","276","successful","CA",10,"Short"
"Apoyo Periódico Regional De Jalisco","Journalism","Print",2,"6","601","failed","MX",30,"Medium"
"Help me save the Northern Midwest's Honeybees","Food","Community Gardens",3,"114","21820","failed","US",45,"Long"
"?AFTER HOURS?: a web series (Canceled)","Film & Video","Webseries",4,"170","1419","canceled","CA",52,"Long"
"1 Drop Nation EP Fundraiser","Music","Music",0,"1891","1788","undefined","NA",30,"Medium"
"Anywhere, But Backwards","Publishing","Fiction",3,"285","3000","failed","US",34,"Long"
"Venice, Vidi, Vici -- An Artist's Residency","Art","Art",3,"825","500","successful","US",28,"Medium"
"What does Uganda look like?","Photography","Photography",71,"4115","3600","successful","US",36,"Long"
"Spinagogue - The First-Ever Dreidel Spinning Stadium","Games","Tabletop Games",491,"23235","18000","successful","US",22,"Medium"
"SpreadLove / PrettyMusic: An Indie Debut CD release by Andrew Osta and Ben Vincze","Music","Indie Rock",2,"25","2500","failed","US",31,"Long"
"Jon Durham's new album / book River Dreams","Music","Music",11,"400","5850","failed","US",40,"Long"
"AMAL - Short film","Film & Video","Shorts",131,"6435","6057","successful","IT",30,"Medium"
"Arcade Brewery","Food","Food",529,"32760","30000","successful","US",30,"Medium"
"Cloudi Lewis And Her Band Want To Record Their First EP!","Music","Country & Folk",37,"2034","1533","successful","GB",31,"Long"
"Help King of Prussia self-release their new album!","Music","Indie Rock",90,"3580","3500","successful","US",35,"Long"
"DiceMaster - system neutral, browser based P&P RPG platform","Games","Games",25,"3031","97176","canceled","GB",30,"Medium"
"Handcrafted Leather CeltBelt - Made in Wales","Design","Product Design",48,"3557","3116","successful","GB",5,"Short"
"Blade-Siren - Pathfinder Compatible Hybrid Class","Games","Tabletop Games",37,"74","10","successful","US",45,"Long"
"Sunflower Seeds Art Paintings","Art","Painting",0,"0","5000","failed","US",30,"Medium"
"Red Fishberger","Food","Food",0,"0","15000","canceled","US",33,"Long"
"Smell the [City of] Roses","Photography","Photobooks",73,"4135","2350","successful","US",30,"Medium"
"VOTA House Party Tour Contest for Katie Martin (Canceled)","Music","Indie Rock",0,"0","1000","canceled","US",30,"Medium"
"Massive Media Check","Technology","Web",8,"166","182875","canceled","US",40,"Long"
"Inter-View","Publishing","Zines",19,"1049","990","successful","GB",30,"Medium"
"Biblioteka: A Game of Books and Robbers","Games","Tabletop Games",62,"1001","1000","successful","US",16,"Medium"
"Souvenir can of pre-Trump Air","Design","Civic Design",3,"72","5000","failed","US",32,"Long"
"Bastimento Italiano - Your Luxury Shirt Handmade in Italy","Fashion","Fashion",2,"349","36145","canceled","IT",60,"Long"
"Chill Cocktail Ice Theater Project","Theater","Experimental",0,"0","35000","failed","US",30,"Medium"
"Incredibly Unique International Spice Mixtures!!","Food","Food",3,"150","5000","failed","US",30,"Medium"
"Dancing on the Yellow Edges","Film & Video","Narrative Film",40,"3334","3000","successful","US",33,"Long"
"The Color Of Indigo","Music","Music",2,"11","20000","failed","US",30,"Medium"
"Convertible Recoup Baseball Jacket","Fashion","Apparel",3,"51","12399","failed","US",30,"Medium"
"Crayon Wall","Art","Public Art",4,"170","2000","failed","US",30,"Medium"
"Eco-Friendly Bamboo Apparel & ID Theft Proof Leather Wallets","Fashion","Fashion",7,"202","9000","failed","US",28,"Medium"
"Celtic stars by Chained Creativity","Fashion","Jewelry",17,"360","224","successful","CA",56,"Long"
"Obscurae: a photo show for Braddock PA","Photography","Photography",2,"60","800","failed","US",13,"Short"
"USB Phone Charger / Power Plug for Wheelchairs and Scooters","Technology","Technology",6,"264","1200","failed","US",42,"Long"
"Kids around & Coffee","Food","Drinks",0,"0","201","failed","MX",30,"Medium"
"Illustrated Fashion & Lifestyle Blog with Cozy Reverie","Art","Illustration",16,"1000","250","successful","US",30,"Medium"
"Rhinehoth Horror Novel Audio Book","Publishing","Fiction",0,"0","1500","failed","US",30,"Medium"
"Backdoor Utah (Canceled)","Photography","Nature",1,"5","15250","canceled","US",30,"Medium"
"Otter Kingdom (Canceled)","Games","Video Games",6,"506","24693","canceled","FR",39,"Long"
"Bohemian Guitars - Oil Can Guitar","Technology","Sound",297,"54233","32000","successful","US",36,"Long"
"RIVET ELECTRIC GUITAR PICKUPS - Join the evolution.","Design","Product Design",111,"20565","5000","successful","US",15,"Medium"
"Madison's video The Right Time and new song","Music","Pop",2,"125","4000","failed","US",59,"Long"
"Taking our Stove on the Road, Food Truckin' Hopes!!","Food","Food Trucks",1,"1","7500","failed","US",30,"Medium"
"Jumpin' Junior High Project","Music","Pop",0,"0","30000","failed","US",30,"Medium"
"Symbiosis - new album by Jun?","Music","Music",25,"1925","1500","successful","US",30,"Medium"
"Smak Parlour Collection: Prints Just Want to Have Fun!","Fashion","Apparel",128,"16240","15000","successful","US",20,"Medium"
"Pipalyatjara Film Project","Film & Video","Documentary",24,"385","351","successful","AU",50,"Long"
"The Laramie Project--Stop Gay Hate Crimes (Canceled)","Theater","Theater",5,"85","2000","canceled","US",38,"Long"
"IS JESUS REAL?","Film & Video","Movie Theaters",3,"120","26000","failed","US",24,"Medium"
"X","Dance","Performances",40,"1946","10000","canceled","US",60,"Long"
"Justifeyed Mobile Safety Application","Technology","Apps",1,"20","15000","failed","US",30,"Medium"
"Realms Playing Cards","Games","Playing Cards",295,"1536","599","successful","HK",29,"Medium"
"THON (Canceled)","Games","Tabletop Games",305,"37954","35000","canceled","US",22,"Medium"
"SINK - A Horror Short Film","Film & Video","Shorts",15,"1315","1300","successful","US",30,"Medium"
"SIMCUBE","Games","Games",0,"0","10000","canceled","US",60,"Long"
"Easton Chamber Music Festival 2018","Music","Classical Music",7,"700","1500","live","US",30,"Medium"
"CAT CASTLES MAKE CATS HAPPY","Design","Product Design",1,"1","20000","failed","US",30,"Medium"
"Make Lightsaber Battle Great Again! (& Other Combat)","Film & Video","Action",1,"25","3000","failed","US",35,"Long"
"Jim Roll 1st Solo album in 10 Years!!","Music","Indie Rock",212,"12082","12000","successful","US",16,"Medium"
"Little Artistas Mural Van","Art","Public Art",55,"10892","10000","successful","US",31,"Long"
"Sixth Grade Summer","Journalism","Print",0,"0","5500","failed","US",25,"Medium"
"FSI Gaming Networks","Games","Video Games",4,"20","500","failed","US",35,"Long"
"The Buskers Portraiture Project","Journalism","Journalism",14,"326","6500","failed","US",25,"Medium"
"Cable-Anchor : no more tangled cable","Design","Product Design",238,"2183","500","successful","US",26,"Medium"
"Tesla vs Cthulhu: The Siege of Arkham - A Novel (Canceled)","Publishing","Fiction",72,"2003","4918","canceled","CA",60,"Long"
"Locked in a Garage Band - Feature Film","Film & Video","Film & Video",148,"20101","20000","successful","US",30,"Medium"
"Help fund RetroLine clothing  jump start to sucess.","Fashion","Fashion",0,"0","5000","failed","US",33,"Long"
"HireAction","Technology","Technology",2,"200","100000","failed","US",30,"Medium"
"TOBIT - a drama told in Light and Shadow","Theater","Musical",3,"113","8000","failed","US",30,"Medium"
"We Made Clouds","Music","Hip-Hop",38,"2105","2000","successful","US",45,"Long"
"Lunar Rocket for 5K","Technology","Hardware",52,"3883","25000","failed","US",60,"Long"
"Jupiter Reborn","Games","Video Games",8,"133","809","failed","CA",30,"Medium"
"Dive Masters","Film & Video","Webseries",64,"5180","5000","successful","US",45,"Long"
"Help The Rizers Make Album #2!","Music","Music",111,"6111","5000","successful","US",31,"Long"
"NO OFFENSE","Film & Video","Film & Video",23,"1417","1200","successful","US",30,"Medium"
"EKI - The Station","Games","Tabletop Games",8,"298","5500","failed","US",25,"Medium"
"Send Captain Picard to Space","Film & Video","Shorts",169,"6193","2750","successful","US",30,"Medium"
"The Year It All Made Sense","Publishing","Nonfiction",140,"20070","20000","successful","US",30,"Medium"
"buy cute cat dresses","Fashion","Pet Fashion",2,"18","33","failed","AU",30,"Medium"
"Angel's Blood - M - rated Comic Book","Comics","Graphic Novels",38,"1137","475","successful","US",37,"Long"
"Road to Damascus (Feature Film Production)","Film & Video","Narrative Film",38,"13565","12000","successful","US",30,"Medium"
"Shannon Nightingale Studio @ Vancouver Fashion Week","Fashion","Couture",5,"310","10000","canceled","US",30,"Medium"
"The amazing story of  'The Boys who Buzzed the Bridge'","Film & Video","Documentary",15,"5266","52870","failed","GB",30,"Medium"
"The Life & Times of Uncle Bryan (Canceled)","Film & Video","Documentary",0,"0","1000","canceled","US",30,"Medium"
"The Remaining","Games","Video Games",6,"166","5000","failed","US",47,"Long"
"Wild Fire Animated Movie","Film & Video","Film & Video",4,"158","65000","failed","US",30,"Medium"
"Personalized Carbon Fiber ID Tags for People, Pets, Property","Design","Product Design",8,"322","999","failed","US",30,"Medium"
"Losing You","Music","Music",1,"50","1400","failed","US",30,"Medium"
"Salvador Malo comes to the Dudeletter","Film & Video","Shorts",0,"0","4860","failed","US",45,"Long"
"The Poser: All Skateboarders aid to gain more air.","Design","Product Design",3,"45","20000","failed","US",30,"Medium"
"Spellscribe","Games","Video Games",12,"485","50000","failed","US",32,"Long"
"Agile Rascal Traveling Bike Theatre's North America Tour","Art","Art",504,"23001","20000","successful","US",14,"Short"
"Crooked Empire","Fashion","Apparel",0,"0","1502","failed","AU",30,"Medium"
"THE HOLY","Film & Video","Narrative Film",22,"1099","1000","successful","US",30,"Medium"
"Cards Against NYC","Games","Games",27,"411","1000","failed","US",30,"Medium"
"Bluebird Short Film","Film & Video","Drama",13,"650","600","successful","US",30,"Medium"
"The Magic Mirror goes to NYC Fringe Festival!","Music","Classical Music",100,"9257","8500","successful","US",19,"Medium"
"Teen Code Camp","Technology","Technology",27,"827","11500","failed","US",25,"Medium"
"Words With Girls Webseries","Film & Video","Webseries",87,"2512","2500","successful","US",30,"Medium"
"The Sheagles Coming To Your City","Music","Rock",32,"3175","8000","failed","US",60,"Long"
"Bring Paris to Baton Rouge!","Art","Art",125,"15371","15000","successful","US",38,"Long"
"City Jacket - The only jacket that adapts to your lifestyle","Design","Product Design",305,"45181","20000","successful","US",30,"Medium"
"Woofy","Publishing","Children's Books",2,"11","4500","failed","US",30,"Medium"
"eversolo | Sleep aid and white noise generator","Design","Product Design",42,"3050","20000","failed","US",30,"Medium"
"Bosca Pasta","Food","Restaurants",11,"451","21461","failed","IE",60,"Long"
"Making lemonade","Music","Music",3,"56","9235","failed","CA",20,"Medium"
"Wax Apple","Film & Video","Documentary",0,"0","100000000","failed","US",30,"Medium"
"3D Charmander in Blender - Speed Art","Art","Video Art",0,"0","37","canceled","IT",48,"Long"
"Pedestals Tour 2012!","Art","Performance Art",0,"0","100","failed","US",28,"Medium"
"Uniquely Quabbin Magazine and Museum Consortium","Publishing","Periodicals",26,"2583","8750","failed","US",38,"Long"
"Better Me - The Game of Growth and Friendship","Games","Tabletop Games",56,"2978","25000","failed","US",30,"Medium"
"Cancelled (Canceled)","Film & Video","Documentary",1,"100","50000","canceled","US",30,"Medium"
"WoAnation (Canceled)","Fashion","Apparel",0,"0","50000","canceled","US",30,"Medium"
"INFECTION","Games","Tabletop Games",3,"76","12000","failed","US",30,"Medium"
"Tribes: Early Civilization","Games","Tabletop Games",710,"3567","2995","successful","SE",50,"Long"
"YOURS, ISABEL in Edinburgh Fringe directed by Rex Daugherty","Theater","Theater",18,"1675","3000","failed","US",30,"Medium"
"Just Another Day","Film & Video","Webseries",1,"1","10000","failed","US",33,"Long"
"Chasing Blue at The Trans Theatre Festival","Theater","Festivals",105,"4813","4000","successful","US",30,"Medium"
"Rubber Chicken Science: Free educational Science materials","Technology","Technology",1,"5","2400","failed","US",58,"Long"
"Beginnings Prelude to Insanity (Book)","Publishing","Fiction",1,"10","10000","failed","US",30,"Medium"
"CybatiWorks - ICS/SCADA/IoT Cybersecurity Education Platform","Technology","Hardware",37,"31291","30000","successful","US",23,"Medium"
"Fabrice Soler : mon nouveau 6 titres","Music","Pop",92,"3562","2643","successful","FR",30,"Medium"
"Sound performance tour","Art","Performance Art",26,"800","500","successful","US",49,"Long"
"Z?san (???) Little Elephant a letterpress/audiobook + more!","Art","Illustration",120,"8021","7200","successful","US",35,"Long"
"GG Hoodies 2.0","Fashion","Apparel",13,"1200","1200","successful","US",45,"Long"
"Whatelfe","Technology","Web",8,"679","24682","failed","FR",60,"Long"
"The Electric Vulture Project","Music","Rock",0,"0","10000","failed","US",46,"Long"
"Carnival - A deck and dice game.","Games","Tabletop Games",814,"34437","5000","successful","US",19,"Medium"
"Operation Make Annie Tracks!","Music","Music",0,"1","2500","undefined","NA",29,"Medium"
"Maleja & Courtier fashion brand created by Kelldon Hinton","Fashion","Apparel",0,"0","250000","failed","US",30,"Medium"
"American Spoken History as told by those who lived it","Film & Video","Documentary",31,"3586","21400","failed","US",31,"Long"
"SMASH CUP: A reusable coffee cup that fits in your pocket","Design","Product Design",4074,"127412","10000","successful","US",25,"Medium"
"Prime Time Football 18 (Canceled)","Games","Video Games",0,"0","65000","canceled","US",28,"Medium"
"OMG THAT'S ME!!!","Publishing","Nonfiction",21,"3675","3600","successful","US",30,"Medium"
"Playing Cards for a Cause startup","Games","Playing Cards",3,"11","1500","failed","US",30,"Medium"
"American WORLD Superbike","Film & Video","Documentary",1,"25","850000","failed","US",45,"Long"
